Rank,User Name,Display Name,Department,Identity Type,Platforms,Risk Score,Severity,Detected Risks,days_since_last_login,direct_groups,all_effective_groups,inherited_via,AWS_api_key_age
172,heather.woodard,Heather Woodard,Finance,Employee,"Active Directory, AWS IAM, Okta",20.0,Medium,Token Abuse,124,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,768.0
173,matthew.hoover,Matthew Hoover,Sales,Employee,"Active Directory, AWS IAM, Okta",20.0,Medium,Token Abuse,61,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,620.0
174,suzanne.hart,Suzanne Hart,HR,Employee,"Active Directory, AWS IAM, Okta",20.0,Medium,Token Abuse,165,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,550.0
175,kristin.mendoza,Kristin Mendoza,IT,Employee,"Active Directory, AWS IAM, Okta",20.0,Medium,"Dormant Admin, Cross-Platform Admin",223,Slack|GG-Domain-Admins|GG-ServiceDesk|GG-IT-Staff|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,Slack|GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,,11.0
176,james.howard,James Howard,IT,Employee,"Active Directory, AWS IAM, Okta",20.0,Medium,"Dormant Admin, Cross-Platform Admin",240,Slack|GG-Domain-Admins|GG-ServiceDesk|GG-IT-Staff|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,Slack|GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,,70.0
177,carolyn.james,Carolyn James,IT,Employee,"Active Directory, AWS IAM, Okta",20.0,Medium,"Dormant Admin, Cross-Platform Admin",155,Slack|GG-Domain-Admins|GG-ServiceDesk|GG-IT-Staff|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,Slack|GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,,161.0
178,julia.patel,Julia Patel,Engineering,Employee,"Active Directory, AWS IAM, Okta",20.0,Medium,Token Abuse,34,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,761.0
179,angela.griffin,Angela Griffin,IT,Employee,"Active Directory, AWS IAM, Okta",20.0,Medium,"Privilege Spike, Cross-Platform Admin",25,Slack|GG-Domain-Admins|GG-ServiceDesk|GG-IT-Staff|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,Slack|GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,,32.0
180,svc-require-test,svc-require-test,Engineering,Service Account,"Active Directory, AWS IAM",20.0,Medium,Token Abuse,365,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-VPN-Access|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-VPN-Access|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,603.0
181,svc-affect-prod,svc-affect-prod,IT,Service Account,"Active Directory, AWS IAM",20.0,Medium,"Privilege Spike, Cross-Platform Admin",54,GG-Domain-Admins|GG-ServiceDesk|GG-IT-Staff|arn:aws:iam::aws:policy/AdministratorAccess|GG-Infra-Ops,GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|arn:aws:iam::aws:policy/AdministratorAccess|GG-Infra-Ops,,61.0
182,catherine.burch,Catherine Burch,IT,Employee,"Active Directory, AWS IAM, Okta",20.0,Medium,"Privilege Spike, Cross-Platform Admin",24,Slack|GG-Domain-Admins|GG-ServiceDesk|GG-IT-Staff|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,Slack|GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,,154.0
183,rebecca.valencia,Rebecca Valencia,Sales,Employee,"Active Directory, AWS IAM, Okta",20.0,Medium,Token Abuse,83,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,499.0
184,timothy.ibarra,Timothy Ibarra,Sales,Employee,"Active Directory, AWS IAM, Okta",20.0,Medium,Token Abuse,68,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,584.0
185,svc-possible-test,svc-possible-test,IT,Service Account,"Active Directory, AWS IAM",20.0,Medium,"Dormant Admin, Cross-Platform Admin",176,GG-Domain-Admins|GG-ServiceDesk|GG-IT-Staff|arn:aws:iam::aws:policy/AdministratorAccess|GG-Infra-Ops,GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|arn:aws:iam::aws:policy/AdministratorAccess|GG-Infra-Ops,,62.0
186,pamela.romero,Pamela Romero,HR,Employee,"Active Directory, AWS IAM, Okta",20.0,Medium,Token Abuse,17,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,426.0
187,william.bowman,William Bowman,Finance,Employee,"Active Directory, AWS IAM, Okta",20.0,Medium,Token Abuse,123,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,737.0
188,shelley.fitzgerald,Shelley Fitzgerald,IT,Employee,"Active Directory, AWS IAM, Okta",15.0,Low,Cross-Platform Admin,27,Slack|GG-Domain-Admins|GG-ServiceDesk|GG-IT-Staff|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,Slack|GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,,199.0
189,david.scott,David Scott,IT,Employee,"Active Directory, AWS IAM, Okta",10.0,Low,Hidden Admin,37,ServiceNow|Slack|GG-ServiceDesk|GG-IT-Staff|GitHub Enterprise|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|GG-Infra-Ops|CyberArk|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Slack|GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|GitHub Enterprise|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,GG-Domain-Admins,69.0
190,svc-above-prod,svc-above-prod,IT,Service Account,"Active Directory, AWS IAM",10.0,Low,Hidden Admin,69,GG-ServiceDesk|GG-IT-Staff|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|GG-Infra-Ops|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|GG-Infra-Ops|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,GG-Domain-Admins,130.0
191,svc-above-dev2,svc-above-dev,IT,Service Account,"Active Directory, AWS IAM",10.0,Low,Hidden Admin,7,GG-ServiceDesk|GG-IT-Staff|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|GG-Infra-Ops|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|GG-Infra-Ops|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,GG-Domain-Admins,42.0
192,carol.kim,Carol Kim,IT,Employee,"Active Directory, AWS IAM, Okta",10.0,Low,Hidden Admin,17,ServiceNow|Slack|GG-ServiceDesk|GG-IT-Staff|GitHub Enterprise|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|GG-Infra-Ops|CyberArk|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Slack|GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|GitHub Enterprise|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,GG-Domain-Admins,72.0
193,svc-side-prod,svc-side-prod,IT,Service Account,"Active Directory, AWS IAM",10.0,Low,Hidden Admin,81,GG-ServiceDesk|GG-IT-Staff|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|GG-Infra-Ops|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|GG-Infra-Ops|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,GG-Domain-Admins,147.0
194,svc-concern-test,svc-concern-test,IT,Service Account,"Active Directory, AWS IAM",10.0,Low,Hidden Admin,27,GG-ServiceDesk|GG-IT-Staff|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|GG-Infra-Ops|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|GG-Infra-Ops|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,GG-Domain-Admins,186.0
195,ernest.ramirez,Ernest Ramirez,IT,Employee,"Active Directory, AWS IAM, Okta",10.0,Low,Hidden Admin,16,ServiceNow|Slack|GG-ServiceDesk|GG-IT-Staff|GitHub Enterprise|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|GG-Infra-Ops|CyberArk|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Slack|GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|GitHub Enterprise|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,GG-Domain-Admins,103.0
196,svc-cold-test,svc-cold-test,IT,Service Account,"Active Directory, AWS IAM",10.0,Low,Hidden Admin,37,GG-ServiceDesk|GG-IT-Staff|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|GG-Infra-Ops|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|GG-Infra-Ops|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,GG-Domain-Admins,188.0
197,svc-always-prod,svc-always-prod,IT,Service Account,"Active Directory, AWS IAM",10.0,Low,Hidden Admin,86,GG-ServiceDesk|GG-IT-Staff|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|GG-Infra-Ops|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|GG-Infra-Ops|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,GG-Domain-Admins,200.0
198,william.carr,William Carr,IT,Employee,"Active Directory, AWS IAM, Okta",5.0,Low,"Token Abuse, Cross-Platform Admin",64,Slack|GG-Domain-Admins|GG-ServiceDesk|GG-IT-Staff|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,Slack|GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,,704.0
199,svc-determine-dev,svc-determine-dev,IT,Service Account,"Active Directory, AWS IAM",5.0,Low,"Token Abuse, Cross-Platform Admin",9,GG-Domain-Admins|GG-ServiceDesk|GG-IT-Staff|arn:aws:iam::aws:policy/AdministratorAccess|GG-Infra-Ops,GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|arn:aws:iam::aws:policy/AdministratorAccess|GG-Infra-Ops,,836.0
200,svc-staff-test,svc-staff-test,IT,Service Account,"Active Directory, AWS IAM",5.0,Low,"Token Abuse, Cross-Platform Admin",82,GG-Domain-Admins|GG-ServiceDesk|GG-IT-Staff|arn:aws:iam::aws:policy/AdministratorAccess|GG-Infra-Ops,GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|arn:aws:iam::aws:policy/AdministratorAccess|GG-Infra-Ops,,735.0
201,svc-laugh-test,svc-laugh-test,IT,Service Account,"Active Directory, AWS IAM",5.0,Low,"Token Abuse, Cross-Platform Admin",21,GG-Domain-Admins|GG-ServiceDesk|GG-IT-Staff|arn:aws:iam::aws:policy/AdministratorAccess|GG-Infra-Ops,GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|arn:aws:iam::aws:policy/AdministratorAccess|GG-Infra-Ops,,586.0
202,melissa.padilla,Melissa Padilla,IT,Employee,"Active Directory, AWS IAM, Okta",5.0,Low,"Token Abuse, Cross-Platform Admin",82,Slack|GG-Domain-Admins|GG-ServiceDesk|GG-IT-Staff|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,Slack|GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,,781.0
203,timothy.walls,Timothy Walls,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,5,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,193.0
204,robert.evans,Robert Evans,Engineering,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,36,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,41.0
205,tammy.allison,Tammy Allison,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,98,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,15.0
206,victoria.garcia,Victoria Garcia,Engineering,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,85,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,103.0
207,lauren.daniels,Lauren Daniels,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,121,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,18.0
208,krystal.stewart,Krystal Stewart,Engineering,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,123,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,81.0
209,charles.hensley,Charles Hensley,Finance,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,167,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,159.0
210,victor.barrera,Victor Barrera,IT,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,Cross-Platform Admin,87,Slack|GG-Domain-Admins|GG-ServiceDesk|GG-IT-Staff|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,Slack|GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,,200.0
211,mr..md,Mr. Alexander Landry MD,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,76,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,90.0
212,elizabeth.sanchez,Elizabeth Sanchez,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,149,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,107.0
213,michael.berger,Michael Berger,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,119,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,121.0
214,amanda.jones,Amanda Jones,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,81,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,45.0
215,laurie.hoffman,Laurie Hoffman,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,42,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,178.0
216,michael.white,Michael White,Finance,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,302,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,161.0
217,diane.evans,Diane Evans,Finance,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,53,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,121.0
218,juan.reyes,Juan Reyes,Engineering,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,65,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,142.0
219,james.davis,James Davis,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,28,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,107.0
220,alexandra.bradley,Alexandra Bradley,Finance,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,145,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,147.0
221,matthew.velez,Matthew Velez,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,84,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,198.0
222,randy.smith,Randy Smith,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,193,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,197.0
